etf_code,etf_name,track_code,track_name,sw_code_keyword,sw_name,match_status,match_evidence,dominant_weight,sw_code,sw_code_holdings,source,agreement
159667.SZ,工业母机ETF国泰,931866.CSI,中证机床,801890.SI,机械设备,matched,801890.SI:机床,0.7643577988083766,801890.SI,801890.SI,holdings,True
512980.SH,传媒ETF广发,399971.SZ,中证传媒,801760.SI,传媒,matched,801760.SI:传媒,0.8899199984644459,801760.SI,801760.SI,holdings,True
159605.SZ,中概互联ETF广发,930604.CSI,中国互联网30,,,non-industry:overseas,中概,,,,keyword,False
513520.SH,日经ETF华夏,N225.GI,日经225,,,non-industry:overseas,日经,,,,keyword,False
159977.SZ,创业板ETF天弘,399006.SZ,创业板指,,,non-industry:broad,创业板指,,,,keyword,False
562800.SH,稀有金属ETF嘉实,930632.CSI,CS稀金属,801050.SI,有色金属,matched,801050.SI:稀有金属,0.7831344013154907,801050.SI,801050.SI,holdings,True
520880.SH,港股通创新药ETF华宝,HSSCPB.HI,恒生港股通创新药精选,,,non-industry:overseas,港股,,,,keyword,False
520990.SH,港股央企红利ETF景顺,931722.CSI,国新港股通央企红利,,,non-industry:broad,红利,,,,keyword,False
511010.SH,国债ETF国泰,000140.SH,上证5年国债,,,non-industry:bond,债,,,,keyword,False
589020.SH,科创半导体设备ETF鹏华,950125.CSI,科创半导体材料设备,801080.SI,电子,matched,801080.SI:半导体,0.9849233398495182,801080.SI,801080.SI,holdings,True
588230.SH,科创200ETF华泰柏瑞,000699.SH,科创200,,,non-industry:broad,科创200,,,,keyword,False
159957.SZ,创业板ETF华夏,399006.SZ,创业板指,,,non-industry:broad,创业板指,,,,keyword,False
588020.SH,科创成长ETF易方达,000690.SH,科创成长,,,non-industry:broad,科创成长,,,,keyword,False
563020.SH,红利低波ETF易方达,h30269.CSI,红利低波,,,non-industry:broad,红利,,,,keyword,False
159198.SZ,港股通信息技术ETF富国,930967.CSI,港股通信息C,,,non-industry:overseas,港股,,,,keyword,False
518660.SH,黄金ETF工银,Au9999.SGE,SGE黄金9999,,,non-industry:commodity,黄金,,,,keyword,False
562550.SH,绿电ETF华夏,931897.CSI,绿色电力,801160.SI,公用事业,matched,801160.SI:电力,0.9930763397669663,801160.SI,801160.SI,holdings,True
159232.SZ,自由现金流ETF南方,932365.CSI,中证现金流,,,non-industry:broad,中证现金流,,,,keyword,False
159388.SZ,创业板人工智能ETF国泰,970070.CNI,创业板人工智能,801750.SI,通信,matched,801750.SI:人工智能,0.5237700899202316,801770.SI,801770.SI,holdings,False
513200.SH,港股通医药ETF易方达,930965.CSI,港股通医药C,,,non-industry:overseas,港股,,,,keyword,False
159531.SZ,中证2000ETF南方,932000.CSI,中证2000,,,non-industry:broad,中证2000,,,,keyword,False
159395.SZ,信用债ETF大成,921128.CNI,深做市信用债,,,non-industry:bond,债,,,,keyword,False
159994.SZ,通信ETF银华,931079.CSI,5G通信,801770.SI,通信,matched,801770.SI:通信,0.48343549962705623,801770.SI,801080.SI,keyword,False
159629.SZ,中证1000ETF富国,000852.SH,中证1000,,,non-industry:broad,中证100,,,,keyword,False
513020.SH,港股科技ETF国泰,931573.CSI,港股通科技,,,non-industry:overseas,港股,,,,keyword,False
159157.SZ,有色金属ETF天弘,h11059.CSI,工业有色,801050.SI,有色金属,matched,801050.SI:有色金属,,801050.SI,,keyword,False
159218.SZ,卫星ETF招商,931594.CSI,卫星产业,801770.SI,国防军工,matched,801770.SI:卫星,0.5829383272851474,801740.SI,801740.SI,holdings,False
159599.SZ,芯片ETF东财,h30007.CSI,芯片产业,801080.SI,电子,matched,801080.SI:芯片,0.9805296963655297,801080.SI,801080.SI,holdings,True
159382.SZ,创业板人工智能ETF南方,970070.CNI,创业板人工智能,801750.SI,通信,matched,801750.SI:人工智能,0.524213162047496,801770.SI,801770.SI,holdings,False
513650.SH,标普500ETF南方,SPX.GI,标普500,,,non-industry:overseas,标普,,,,keyword,False
159595.SZ,中证A50ETF大成,930050.CSI,中证A50,,,non-industry:broad,中证A50,,,,keyword,False
159399.SZ,现金流ETF国泰,888888.FI,富时中国A股自由现金流聚焦指数,,,non-industry:broad,富时,,,,keyword,False
159652.SZ,有色ETF汇添富,000811.CSI,细分有色,801050.SI,有色金属,matched,801050.SI:有色,0.9595351980444474,801050.SI,801050.SI,holdings,True
159996.SZ,家电ETF国泰,930697.CSI,家用电器,801110.SI,家用电器,matched,801110.SI:家用电器,0.8837048844210886,801110.SI,801110.SI,holdings,True
516520.SH,智能驾驶ETF华泰柏瑞,930721.CSI,CS智汽车,801880.SI,汽车,matched,801880.SI:智能驾驶,0.38315836230324507,801880.SI,801880.SI,keyword,True
515230.SH,软件ETF国泰,h30202.CSI,软件指数,801750.SI,计算机,matched,801750.SI:软件,0.9893206823534307,801750.SI,801750.SI,holdings,True
516510.SH,云计算ETF易方达,930851.CSI,云计算,801750.SI,计算机,matched,801750.SI:云计算,0.7595856355880746,801750.SI,801750.SI,holdings,True
589130.SH,科创芯片ETF易方达,000685.SH,科创芯片,801080.SI,电子,matched,801080.SI:芯片,,801080.SI,,keyword,False
513240.SH,港股通信息技术ETF华安,930967.CSI,港股通信息C,,,non-industry:overseas,港股,,,,keyword,False
511020.SH,国债ETF平安,931018.CSI,中证5-10年国债活跃券,,,non-industry:bond,债,,,,keyword,False
513380.SH,恒生科技ETF广发,HSTECH.HI,恒生科技,,,non-industry:overseas,恒生,,,,keyword,False
513690.SH,港股红利ETF博时,HSSCHKY.HI,恒生港股通高股息率,,,non-industry:broad,红利,,,,keyword,False
516160.SH,新能源ETF南方,399808.SZ,中证新能,801730.SI,电力设备,matched,801730.SI:新能源,0.7474511919521124,801730.SI,801730.SI,holdings,True
159577.SZ,美国50ETF汇添富,750108.MI,MSCI美国50指数,,,non-industry:broad,MSCI,,,,keyword,False
510180.SH,上证180ETF华安,000010.SH,上证180,,,non-industry:broad,上证180,,,,keyword,False
159742.SZ,恒生科技ETF博时,HSTECH.HI,恒生科技,,,non-industry:overseas,恒生,,,,keyword,False
516350.SH,芯片ETF易方达,h30007.CSI,芯片产业,801080.SI,电子,matched,801080.SI:芯片,0.9807253683390201,801080.SI,801080.SI,holdings,True
159323.SZ,港股通汽车ETF华夏,931239.CSI,港股通汽车,,,non-industry:overseas,港股,,,,keyword,False
512630.SH,卫星ETF广发,931594.CSI,卫星产业,801770.SI,国防军工,matched,801770.SI:卫星,0.5785511107859247,801740.SI,801740.SI,holdings,False
159559.SZ,机器人ETF景顺,980022.CNI,机器人产业,801890.SI,机械设备,matched,801890.SI:机器人,0.4662089713006089,801890.SI,801890.SI,keyword,True
513860.SH,港股通科技ETF海富通,931573.CSI,港股通科技,,,non-industry:overseas,港股,,,,keyword,False
561380.SH,电网设备ETF国泰,HSCAUPG.HI,恒生A股电网设备,,,non-industry:overseas,恒生,,,,keyword,False
159780.SZ,科创创业50ETF南方,931643.CSI,科创创业50,,,non-industry:broad,科创创业50,,,,keyword,False
526000.SH,港股通信息技术ETF华夏,930967.CSI,港股通信息C,,,non-industry:overseas,港股,,,,keyword,False
588890.SH,科创芯片ETF南方,000685.SH,科创芯片,801080.SI,电子,matched,801080.SI:芯片,0.9624107384558969,801080.SI,801080.SI,holdings,True
159651.SZ,国开债ETF平安,CBA11901.CS,中债-0-3年国开行债券财富(总值)指数,,,non-industry:bond,债,,,,keyword,False
516640.SH,芯片ETF富国,h30007.CSI,芯片产业,801080.SI,电子,matched,801080.SI:芯片,0.9812552965031978,801080.SI,801080.SI,holdings,True
589010.SH,科创人工智能ETF华夏,950180.CSI,科创AI,,,non-industry:broad,科创AI,,,,keyword,False
515030.SH,新能源车ETF华夏,399976.SZ,CS新能车,801880.SI,汽车,matched,801880.SI:新能源车,0.48694742981116995,801880.SI,801730.SI,keyword,False
159930.SZ,能源ETF汇添富,000928.SH,800能源,801960.SI,石油石化,matched,801960.SI:800能源,0.4928212374488564,801960.SI,801950.SI,keyword,False
510580.SH,中证500ETF易方达,000905.SH,中证500,,,non-industry:broad,中证500,,,,keyword,False
561560.SH,电力ETF华泰柏瑞,h30199.CSI,电力指数,801160.SI,公用事业,matched,801160.SI:电力,0.9534263391243651,801160.SI,801160.SI,holdings,True
159325.SZ,半导体ETF南方,932066.CSI,半导体行业精选,801080.SI,电子,matched,801080.SI:半导体,0.9748876087892222,801080.SI,801080.SI,holdings,True
588730.SH,科创人工智能ETF易方达,950180.CSI,科创AI,,,non-industry:broad,科创AI,,,,keyword,False
159327.SZ,半导体设备ETF万家,931743.CSI,半导体材料设备,801080.SI,电子,matched,801080.SI:半导体,0.9859555604225575,801080.SI,801080.SI,holdings,True
159272.SZ,机器人ETF富国,980022.CNI,机器人产业,801890.SI,机械设备,matched,801890.SI:机器人,0.46535057336706237,801890.SI,801890.SI,keyword,True
159513.SZ,纳斯达克100ETF大成,NDX.GI,纳斯达克100,,,non-industry:overseas,纳斯达克,,,,keyword,False
520600.SH,港股通汽车ETF广发,931239.CSI,港股通汽车,,,non-industry:overseas,港股,,,,keyword,False
562950.SH,消费电子ETF易方达,931494.CSI,消费电子,801080.SI,电子,matched,801080.SI:消费电子,0.9177717610085947,801080.SI,801080.SI,holdings,True
159985.SZ,豆粕ETF华夏,DCESMFI.DCE,大商所豆粕期货价格指数,,,non-industry:commodity,豆粕,,,,keyword,False
512930.SH,AI人工智能ETF平安,930713.CSI,CS人工智,801750.SI,计算机,matched,801750.SI:人工智能,0.34610901029121904,801750.SI,801750.SI,keyword,True
513000.SH,日经225ETF易方达,N225.GI,日经225,,,non-industry:overseas,日经,,,,keyword,False
513390.SH,纳指100ETF博时,NDX.GI,纳斯达克100,,,non-industry:overseas,纳斯达克,,,,keyword,False
589680.SH,科创综指ETF鹏华,000680.SH,科创综指,,,non-industry:broad,科创综指,,,,keyword,False
513910.SH,港股通央企红利ETF华夏,931233.CSI,港股通央企红利,,,non-industry:broad,红利,,,,keyword,False
518600.SH,金ETF广发,SHAU.SGE,上海金,,,non-industry:commodity,上海金,,,,keyword,False
159866.SZ,日经ETF工银,N225.GI,日经225,,,non-industry:overseas,日经,,,,keyword,False
159766.SZ,旅游ETF富国,930633.CSI,中证旅游,801210.SI,社会服务,matched,801210.SI:旅游,0.394053973873342,801210.SI,801210.SI,keyword,True
516020.SH,化工ETF华宝,000813.CSI,细分化工,801030.SI,基础化工,matched,801030.SI:化工,0.6967538982002907,801030.SI,801030.SI,holdings,True
561910.SH,电池ETF招商,931719.CSI,CS电池,801730.SI,电力设备,matched,801730.SI:电池,0.8304577562694194,801730.SI,801730.SI,holdings,True
159840.SZ,锂电池ETF工银,980032.CNI,新能电池,801730.SI,电力设备,matched,801730.SI:锂电池,0.5612532275272979,801730.SI,801730.SI,holdings,True
510720.SH,红利国企ETF国泰,000151.SH,上国红利,,,non-industry:broad,红利,,,,keyword,False
560390.SH,电网设备ETF易方达,HSCAUPG.HI,恒生A股电网设备,,,non-industry:overseas,恒生,,,,keyword,False
588190.SH,科创100ETF银华,000698.SH,科创100,,,non-industry:broad,科创100,,,,keyword,False
589720.SH,科创创新药ETF国泰,950161.CSI,科创新药,801150.SI,医药生物,matched,801150.SI:创新药,0.997267688687699,801150.SI,801150.SI,holdings,True
520920.SH,恒生科技ETF天弘,HSTECH.HI,恒生科技,,,non-industry:overseas,恒生,,,,keyword,False
589000.SH,科创综指ETF华夏,000680.SH,科创综指,,,non-industry:broad,科创综指,,,,keyword,False
159857.SZ,光伏ETF天弘,931151.CSI,光伏产业,801730.SI,电力设备,matched,801730.SI:光伏,0.7812226173448602,801730.SI,801730.SI,holdings,True
515000.SH,科技ETF华宝,931087.CSI,科技龙头,,,non-industry:broad,科技龙头,,,,keyword,False
512570.SH,证券ETF易方达,399975.SZ,证券公司,801790.SI,非银金融,matched,801790.SI:证券公司,0.9997596620145514,801790.SI,801790.SI,holdings,True
512670.SH,国防ETF鹏华,399973.SZ,中证国防,801740.SI,国防军工,matched,801740.SI:国防,0.8560875975452914,801740.SI,801740.SI,holdings,True
159398.SZ,信用债ETF天弘,921128.CNI,深做市信用债,,,non-industry:bond,债,,,,keyword,False
159502.SZ,标普生物科技ETF嘉实,SPSIBI.SPI,标普生物技术精选行业,,,non-industry:overseas,标普,,,,keyword,False
159865.SZ,养殖ETF国泰,930707.CSI,中证畜牧,801010.SI,农林牧渔,matched,801010.SI:畜牧,0.8773081683881531,801010.SI,801010.SI,holdings,True
563530.SH,卫星ETF易方达,931594.CSI,卫星产业,801770.SI,通信,matched,801770.SI:卫星,,801770.SI,,keyword,False
159948.SZ,创业板ETF南方,399006.SZ,创业板指,,,non-industry:broad,创业板指,,,,keyword,False
515800.SH,中证800ETF汇添富,000906.SH,中证800,,,non-industry:broad,中证800,,,,keyword,False
512040.SH,价值100ETF富国,931052.CSI,国信价值,,,non-industry:broad,价值100,,,,keyword,False
588990.SH,科创芯片ETF博时,000685.SH,科创芯片,801080.SI,电子,matched,801080.SI:芯片,0.9627654483681491,801080.SI,801080.SI,holdings,True
513850.SH,美国50ETF易方达,750108.MI,MSCI美国50指数,,,non-industry:broad,MSCI,,,,keyword,False
159267.SZ,航天ETF华安,CN5082.CNI,国证航天,801740.SI,国防军工,matched,801740.SI:航天,0.9865973607957779,801740.SI,801740.SI,holdings,True
159562.SZ,黄金股ETF华夏,931238.CSI,SSH黄金股票,,,non-industry:commodity,黄金,,,,keyword,False
159278.SZ,机器人ETF鹏华,980022.CNI,机器人产业,801890.SI,机械设备,matched,801890.SI:机器人,0.4655802300281545,801890.SI,801890.SI,keyword,True
513870.SH,纳指ETF富国,NDX.GI,纳斯达克100,,,non-industry:overseas,纳斯达克,,,,keyword,False
512090.SH,MSCIA股ETF易方达,716567.CSI,MSCI中国A股国际通实时(人民币),,,non-industry:broad,MSCI,,,,keyword,False
513400.SH,道琼斯ETF鹏华,DJI.GI,道琼斯工业平均,,,non-industry:overseas,道琼斯,,,,keyword,False
159353.SZ,中证A500ETF景顺,000510.SH,中证A500,,,non-industry:broad,中证A50,,,,keyword,False
588120.SH,科创100ETF国泰,000698.SH,科创100,,,non-industry:broad,科创100,,,,keyword,False
526050.SH,港股通信息技术ETF招商,930967.CSI,港股通信息C,,,non-industry:overseas,港股,,,,keyword,False
560830.SH,电力ETF华夏,h30199.CSI,电力指数,801160.SI,公用事业,matched,801160.SI:电力,,801160.SI,,keyword,False
159696.SZ,纳指ETF易方达,NDX.GI,纳斯达克100,,,non-industry:overseas,纳斯达克,,,,keyword,False
589800.SH,科创综指ETF易方达,000680.SH,科创综指,,,non-industry:broad,科创综指,,,,keyword,False
159242.SZ,创业板人工智能ETF大成,970070.CNI,创业板人工智能,801750.SI,通信,matched,801750.SI:人工智能,0.5237011340965305,801770.SI,801770.SI,holdings,False
510900.SH,恒生中国企业ETF易方达,HSCEI.HI,恒生中国企业指数,,,non-industry:overseas,恒生,,,,keyword,False
561330.SH,矿业ETF国泰,931892.CSI,有色矿业,801050.SI,有色金属,matched,801050.SI:有色矿业,0.9999635296556338,801050.SI,801050.SI,holdings,True
515450.SH,红利低波50ETF南方,SPCLLHCP.SPI,标普中国A股大盘红利低波50,,,non-industry:broad,红利,,,,keyword,False
159681.SZ,创业板50ETF鹏华,399673.SZ,创业板50,,,non-industry:broad,创业板50,,,,keyword,False
560090.SH,证券ETF汇添富,399975.SZ,证券公司,801790.SI,非银金融,matched,801790.SI:证券公司,1.0,801790.SI,801790.SI,holdings,True
159235.SZ,中证现金流ETF大成,932365.CSI,中证现金流,,,non-industry:broad,中证现金流,,,,keyword,False
588830.SH,科创新能源ETF鹏华,000692.SH,科创新能,801730.SI,电力设备,matched,801730.SI:新能源,0.9399730759920336,801730.SI,801730.SI,holdings,True
159713.SZ,稀土ETF富国,930598.CSI,稀土产业,801050.SI,有色金属,matched,801050.SI:稀土,0.5862359914383477,801050.SI,801050.SI,holdings,True
513580.SH,恒生科技ETF华安,HSTECH.HI,恒生科技,,,non-industry:overseas,恒生,,,,keyword,False
589030.SH,科创芯片设计ETF易方达,950162.CSI,科创芯片设计,801080.SI,电子,matched,801080.SI:芯片,,801080.SI,,keyword,False
520660.SH,港股通央企红利ETF南方,931722.CSI,国新港股通央企红利,,,non-industry:broad,红利,,,,keyword,False
159128.SZ,港股科技ETF天弘,987008.CNI,港股通科技,,,non-industry:overseas,港股,,,,keyword,False
159547.SZ,红利低波ETF华夏,h30269.CSI,红利低波,,,non-industry:broad,红利,,,,keyword,False
515390.SH,沪深300ETF华安,000300.SH,沪深300,,,non-industry:broad,沪深300,,,,keyword,False
511160.SH,国债ETF东财,931552.CSI,1-3年国债,,,non-industry:bond,债,,,,keyword,False
159715.SZ,稀土ETF易方达,930598.CSI,稀土产业,801050.SI,有色金属,matched,801050.SI:稀土,0.5874604290767416,801050.SI,801050.SI,holdings,True
515100.SH,红利低波100ETF景顺,930955.CSI,红利低波100,,,non-industry:broad,红利,,,,keyword,False
512200.SH,房地产ETF南方,931775.CSI,中证全指房地产,,,non-industry:broad,中证全指,,,,keyword,False
159971.SZ,创业板ETF富国,399006.SZ,创业板指,,,non-industry:broad,创业板指,,,,keyword,False
520700.SH,港股通创新药ETF万家,931250.CSI,港股通创新药,,,non-industry:overseas,港股,,,,keyword,False
516780.SH,稀土ETF华泰柏瑞,930598.CSI,稀土产业,801050.SI,有色金属,matched,801050.SI:稀土,0.5881074435751007,801050.SI,801050.SI,holdings,True
515210.SH,钢铁ETF国泰,930606.CSI,中证钢铁,801040.SI,钢铁,matched,801040.SI:钢铁,0.9418516283738299,801040.SI,801040.SI,holdings,True
159545.SZ,恒生红利低波ETF易方达,HSHYLV.HI,恒生港股通高股息低波动,,,non-industry:broad,红利,,,,keyword,False
511850.SH,招商财富宝ETF,,,,,no-track-info,,,,,keyword,False
588810.SH,科创芯片ETF富国,000685.SH,科创芯片,801080.SI,电子,matched,801080.SI:芯片,0.9623130002902772,801080.SI,801080.SI,holdings,True
159269.SZ,港股通科技ETF南方,931573.CSI,港股通科技,,,non-industry:overseas,港股,,,,keyword,False
159998.SZ,计算机ETF天弘,930651.CSI,CS计算机,801750.SI,计算机,matched,801750.SI:计算机,0.8340243606112543,801750.SI,801750.SI,holdings,True
159758.SZ,红利质量ETF华夏,931468.CSI,红利质量,,,non-industry:broad,红利,,,,keyword,False
588300.SH,科创创业50ETF招商,931643.CSI,科创创业50,,,non-industry:broad,科创创业50,,,,keyword,False
515630.SH,证券保险ETF鹏华,399966.SZ,中证800证保,,,non-industry:broad,中证800,,,,keyword,False
520510.SH,港股通医疗ETF华夏,932069.CSI,港股通医疗主题,,,non-industry:overseas,港股,,,,keyword,False
