,O/N,1W,2W,1M,3M,6M,9M,1Y,,,
2010/6/7,1.7041,1.9136,2.2276,2.9367,2.252,2.282,2.3421,2.4767,,,
2010/6/8,1.8413,2.1963,2.2992,2.9675,2.2669,2.2944,2.3563,2.4823,,,
2010/6/9,1.8454,2.2129,2.3225,2.9717,2.2803,2.2975,2.3621,2.4874,,,
2010/6/10,1.935,2.4725,2.735,3.0107,2.2994,2.3043,2.3696,2.493,,,
2010/6/11,1.9788,2.7317,2.8233,3.0833,2.3128,2.316,2.376,2.4997,,,
2010/6/12,2.2053,2.7733,2.9248,3.1628,2.3327,2.3218,2.3823,2.5023,,,
2010/6/13,2.1892,2.6858,2.8908,3.184,2.357,2.3333,2.3964,2.5188,,,
2010/6/17,2.18,2.6175,2.7192,3.2233,2.3716,2.3453,2.4059,2.5201,,,
2010/6/18,2.2142,2.6883,2.7483,3.3567,2.4137,2.3586,2.4156,2.5261,,,
2010/6/21,2.2292,2.6467,2.99,3.5542,2.4621,2.3762,2.4277,2.5326,,,
2010/6/22,2.2463,2.8257,2.9442,3.76,2.5215,2.4038,2.4441,2.5436,,,
2010/6/23,2.2408,2.7083,2.9217,3.8796,2.5622,2.4195,2.4534,2.5497,,,
2010/6/24,2.3067,2.8708,3.185,3.9942,2.6033,2.4323,2.4681,2.5574,,,
2010/6/25,2.2933,3.1458,3.1942,4.0525,2.6259,2.4444,2.4839,2.5676,,,
2010/6/28,2.2883,2.8192,3.2833,3.9075,2.6288,2.4629,2.5104,2.5997,,,
2010/6/29,2.2785,2.8702,3.3018,3.8904,2.638,2.4777,2.5257,2.6123,,,
2010/6/30,2.2683,2.6192,3.3417,3.883,2.6308,2.488,2.5352,2.6183,,,
2010/7/1,2.2492,2.6542,3.1092,3.5092,2.6261,2.4875,2.5334,2.6138,,,
2010/7/2,2.1942,2.6079,2.9225,3.3483,2.621,2.4869,2.5333,2.6082,,,
2010/7/5,2.165,2.5838,2.7508,3.1533,2.6126,2.4837,2.5336,2.6059,,,
2010/7/6,2.1567,2.6767,2.7043,2.9808,2.6149,2.4888,2.5378,2.6081,,,
2010/7/7,2.1291,2.4485,2.6858,2.82,2.6069,2.4839,2.5347,2.6033,,,
2010/7/8,1.9842,2.4233,2.6371,2.715,2.5978,2.4799,2.5321,2.6011,,,
2010/7/9,1.7206,2.2918,2.5138,2.6214,2.5944,2.5047,2.544,2.6136,,,
2010/7/12,1.6916,2.0667,2.35,2.595,2.5978,2.5057,2.5465,2.6183,,,
2010/7/13,1.6479,1.9892,2.1008,2.5296,2.5953,2.507,2.5482,2.6192,,,
2010/7/14,1.5186,1.7966,1.8902,2.4624,2.5905,2.5047,2.5464,2.6187,,,
2010/7/15,1.4608,1.8621,1.875,2.3936,2.5849,2.5083,2.547,2.6161,,,
2010/7/16,1.4433,1.86,1.9004,2.375,2.5814,2.5113,2.5475,2.6158,,,
2010/7/19,1.4442,1.85,1.9192,2.4158,2.5709,2.5143,2.5476,2.614,,,
2010/7/20,1.4763,1.8192,1.9182,2.4008,2.5692,2.516,2.5476,2.6138,,,
2010/7/21,1.4729,1.8458,1.8888,2.3358,2.5483,2.5158,2.5476,2.6145,,,
2010/7/22,1.4483,1.7167,1.8739,2.3008,2.5298,2.5231,2.5486,2.6138,,,
2010/7/23,1.4275,1.7808,1.8641,2.2575,2.5165,2.5234,2.5497,2.6154,,,
2010/7/26,1.4679,1.73,1.8625,2.2492,2.5039,2.5266,2.548,2.6149,,,
2010/7/27,1.4404,1.7346,1.8263,2.2275,2.4768,2.5179,2.5465,2.6147,,,
2010/7/28,1.4433,1.685,1.82,2.1906,2.4647,2.5117,2.5425,2.6138,,,
2010/7/29,1.4446,1.6883,1.8313,2.175,2.4609,2.5085,2.5416,2.6126,,,
2010/7/30,1.4696,1.6825,1.8071,2.1575,2.4475,2.5057,2.5469,2.6129,,,
2010/8/2,1.4696,1.6425,1.825,2.1525,2.4468,2.5053,2.5442,2.613,,,
2010/8/3,1.4675,1.6792,1.75,2.1292,2.4447,2.5043,2.5433,2.6123,,,
2010/8/4,1.4729,1.6306,1.695,2.1171,2.443,2.5041,2.5435,2.6121,,,
2010/8/5,1.4725,1.6875,1.72,2.1092,2.4473,2.507,2.5452,2.6122,,,
2010/8/6,1.4692,1.7004,1.7175,2.1129,2.4528,2.5094,2.5469,2.613,,,
2010/8/9,1.4658,1.6917,1.7142,2.1108,2.4557,2.5123,2.5509,2.614,,,
2010/8/10,1.4658,1.7317,1.7328,2.1158,2.4625,2.5152,2.5536,2.6139,,,
2010/8/11,1.4688,1.7068,1.7404,2.1404,2.4674,2.5191,2.5584,2.6158,,,
2010/8/12,1.4729,1.7263,1.7421,2.1292,2.4646,2.5165,2.5577,2.6166,,,
2010/8/13,1.4729,1.7348,1.7438,2.1358,2.4651,2.5148,2.557,2.6173,,,
2010/8/16,1.4717,1.77,1.7835,2.1376,2.4663,2.5179,2.5587,2.6192,,,
2010/8/17,1.4717,1.7875,1.7943,2.1462,2.4687,2.5197,2.5594,2.6204,,,
2010/8/18,1.4946,1.7725,1.7959,2.1479,2.4671,2.5218,2.5592,2.6205,,,
2010/8/19,1.5204,1.7418,1.8008,2.1508,2.4673,2.5238,2.5599,2.6227,,,
2010/8/20,1.5379,1.7448,1.8021,2.1452,2.4672,2.5224,2.559,2.6235,,,
2010/8/23,1.4967,1.7288,1.8025,2.1383,2.4654,2.5218,2.56,2.6241,,,
2010/8/24,1.5171,1.75,1.8346,2.14,2.4686,2.5232,2.5614,2.6243,,,
2010/8/25,1.5417,1.7661,1.856,2.1425,2.4688,2.5236,2.5614,2.6238,,,
2010/8/26,1.6317,1.8321,1.9917,2.1608,2.4723,2.5269,2.5645,2.6276,,,
2010/8/27,1.9563,2.2142,2.3017,2.3636,2.4896,2.5348,2.5698,2.6336,,,
2010/8/30,2.0533,2.285,2.6258,2.5908,2.5035,2.5423,2.5768,2.6417,,,
2010/8/31,2.32,2.9489,3.0658,2.8433,2.512,2.547,2.5807,2.6455,,,
2010/9/1,2.535,2.9856,3.03,2.9017,2.5151,2.5469,2.5843,2.6456,,,
2010/9/2,1.9806,2.4836,2.5733,2.8017,2.5127,2.5452,2.5806,2.6443,,,
2010/9/3,1.9792,2.3375,2.5125,2.75,2.5144,2.5448,2.5796,2.6424,,,
2010/9/6,1.9729,2.2456,2.4415,2.6225,2.5286,2.5455,2.5803,2.6441,,,
2010/9/7,1.84,2.2558,2.4508,2.5967,2.5319,2.5473,2.5808,2.6449,,,
2010/9/8,1.7054,2.2333,2.3025,2.5792,2.5358,2.5473,2.581,2.6451,,,
2010/9/9,1.6383,2.2865,2.301,2.5626,2.538,2.5477,2.5811,2.6451,,,
2010/9/10,1.5583,2.2782,2.3007,2.6242,2.5388,2.5502,2.5824,2.6463,,,
2010/9/13,1.4963,2.4008,2.6,2.8392,2.5418,2.5556,2.5906,2.6495,,,
2010/9/14,1.5988,2.3863,2.6123,3.0933,2.5512,2.5589,2.5917,2.652,,,
2010/9/15,1.6696,2.2364,2.6813,3.2661,2.5608,2.5638,2.5944,2.6536,,,
2010/9/16,1.6588,2.5275,2.5194,3.3158,2.5657,2.5687,2.5967,2.6555,,,
2010/9/17,1.5204,2.035,2.7033,3.3629,2.5677,2.5707,2.5992,2.658,,,
2010/9/19,1.453,1.9948,2.795,3.2708,2.5644,2.5724,2.6013,2.6592,,,
2010/9/20,1.6446,2.2433,2.8457,3.2342,2.5689,2.5757,2.6037,2.6597,,,
2010/9/21,1.8069,2.3133,2.98,3.4392,2.5732,2.5786,2.6053,2.6611,,,
2010/9/25,1.8971,2.2509,3.0103,3.4592,2.5749,2.5834,2.608,2.6652,,,
2010/9/26,1.7735,2.8967,3.2516,3.5517,2.5863,2.5875,2.6122,2.67,,,
2010/9/27,1.7123,2.4424,2.9557,3.6258,2.5972,2.5933,2.6183,2.6711,,,
2010/9/28,1.7814,2.5502,2.9546,3.7283,2.6046,2.6012,2.622,2.6736,,,
2010/9/29,1.7466,2.69,3.3558,3.7592,2.6092,2.6036,2.6254,2.6755,,,
2010/9/30,2.5975,2.8408,3.1598,3.5067,2.6113,2.609,2.6331,2.6793,,,
2010/10/8,1.7325,2.6925,2.9342,3.075,2.6164,2.6088,2.6307,2.6781,,,
2010/10/9,1.7299,1.9129,2.0158,2.8464,2.6169,2.6098,2.6313,2.6776,,,
2010/10/11,1.6683,1.9563,2.0433,2.7631,2.6215,2.6135,2.6357,2.6785,,,
2010/10/12,1.6375,1.9025,2.0438,2.639,2.6362,2.6176,2.6399,2.6811,,,
2010/10/13,1.6358,1.9125,2.0667,2.545,2.6406,2.6232,2.6447,2.6831,,,
2010/10/14,1.6187,1.9383,2.0796,2.4583,2.6442,2.6272,2.65,2.6843,,,
2010/10/15,1.5925,1.9342,1.9608,2.44,2.6506,2.6314,2.6536,2.6847,,,
2010/10/18,1.5946,1.9421,1.951,2.4758,2.6528,2.6317,2.6545,2.6847,,,
2010/10/19,1.5929,1.9113,1.9502,2.5354,2.6533,2.6339,2.6584,2.6855,,,
2010/10/20,1.5958,1.9617,1.9742,2.6467,2.7331,2.7272,2.7538,2.7946,,,
2010/10/21,1.5913,1.9342,1.9617,2.6654,2.7643,2.765,2.7937,2.8392,,,
2010/10/22,1.5904,1.9358,2.0021,2.6635,2.7893,2.7895,2.8193,2.8644,,,
2010/10/25,1.5829,1.9475,2.0017,2.6136,2.8034,2.8129,2.8386,2.8839,,,
2010/10/26,1.5283,1.95,2.0113,2.6185,2.8115,2.8249,2.8496,2.8939,,,
2010/10/27,1.5233,2.0333,2.0558,2.6429,2.8165,2.8362,2.8617,2.9066,,,
2010/10/28,1.5238,2.0256,2.0463,2.6471,2.8265,2.845,2.8716,2.9142,,,
2010/10/29,1.5842,2.0211,2.0443,2.6564,2.8302,2.8562,2.882,2.9212,,,
2010/11/1,1.5833,1.9963,2.0342,2.6571,2.8344,2.8609,2.8877,2.9257,,,
2010/11/2,1.5788,1.8204,2.0038,2.651,2.8391,2.8654,2.891,2.931,,,
2010/11/3,1.5738,1.8183,1.9596,2.6492,2.8412,2.8656,2.8941,2.9339,,,
2010/11/4,1.5592,1.821,1.9523,2.6498,2.8448,2.8671,2.8964,2.9347,,,
2010/11/5,1.5325,1.6038,1.9275,2.6329,2.8452,2.8662,2.8974,2.9348,,,
2010/11/8,1.5288,1.634,1.9108,2.6238,2.847,2.869,2.8982,2.9389,,,
2010/11/9,1.5208,1.6396,1.8749,2.6253,2.8575,2.8768,2.9044,2.943,,,
2010/11/10,1.5188,1.6344,1.8332,2.5921,2.865,2.8798,2.9068,2.9458,,,
2010/11/11,1.52,1.6733,1.9313,2.6058,2.8727,2.8928,2.921,2.9568,,,
2010/11/12,1.5258,1.6908,1.9348,2.6167,2.8817,2.9037,2.9324,2.9663,,,
2010/11/15,1.5921,1.7832,1.9652,2.63,2.887,2.9082,2.9381,2.9725,,,
2010/11/16,1.6508,1.7445,2.0008,2.6352,2.8907,2.9121,2.9411,2.9758,,,
2010/11/17,1.7292,1.915,2.1,2.6322,2.8922,2.9133,2.9418,2.9762,,,
2010/11/18,1.8029,1.9946,2.2,2.6455,2.8956,2.9145,2.9418,2.9765,,,
2010/11/19,1.8188,2.07,2.2025,2.678,2.8996,2.9196,2.9466,2.9798,,,
2010/11/22,1.96,2.1492,2.2233,2.8772,2.9174,2.9365,2.9619,2.9916,,,
2010/11/23,1.9815,2.2193,2.3808,3.0189,2.9688,2.9552,2.978,3.0103,,,
2010/11/24,1.9055,2.3263,2.6054,3.2658,3.0127,2.9711,2.995,3.0241,,,
2010/11/25,1.8913,2.4792,2.985,3.4383,3.0707,2.99,3.0082,3.0367,,,
2010/11/26,1.8925,2.7117,3.0617,3.5017,3.1367,3.0129,3.0309,3.0618,,,
2010/11/29,1.9217,2.6717,3.51,3.5963,3.1925,3.03,3.0494,3.0786,,,
2010/11/30,2.13,3.3263,3.72,3.71,3.2498,3.0497,3.069,3.0967,,,
2010/12/1,2.23,3.3458,3.7148,3.895,3.2865,3.0644,3.0827,3.1103,,,
2010/12/2,2.2372,3.3471,3.7333,3.815,3.3274,3.0792,3.0949,3.1237,,,
2010/12/3,1.9982,3.3325,3.6992,3.8163,3.3453,3.0864,3.1062,3.1381,,,
2010/12/6,1.88,3.0871,3.3753,3.7655,3.374,3.0919,3.1139,3.1449,,,
2010/12/7,1.9858,2.2078,3.3467,3.5938,3.394,3.099,3.1212,3.151,,,
2010/12/8,2.0979,2.5029,3.2953,3.7625,3.42,3.1072,3.1304,3.1568,,,
2010/12/9,2.0092,2.4889,3.3352,3.7525,3.5292,3.1141,3.1407,3.1646,,,
2010/12/10,2.0108,2.4933,3.2733,3.845,3.632,3.1233,3.1523,3.1743,,,
2010/12/13,2.0067,2.5527,3.2608,3.8129,3.666,3.1325,3.1597,3.1815,,,
2010/12/14,1.9985,3.2958,3.4183,3.9592,3.7205,3.1428,3.1693,3.1905,,,
2010/12/15,2.0158,3.6158,3.5975,4.0975,3.8158,3.1572,3.1871,3.2062,,,
2010/12/16,2.0008,3.3358,3.6308,4.1983,3.8548,3.1664,3.1958,3.215,,,
2010/12/17,1.9954,3.7008,3.8842,4.3035,3.8842,3.1747,3.2043,3.223,,,
2010/12/20,2.1035,3.5025,3.9469,4.3297,3.9181,3.203,3.2311,3.2574,,,
2010/12/21,2.3521,4.08,4.3407,4.491,3.9496,3.2405,3.2728,3.2955,,,
2010/12/22,2.5533,4.1583,4.5575,4.7952,4.113,3.2715,3.295,3.3239,,,
2010/12/23,3.255,5.6617,5.1533,5.1767,4.179,3.3234,3.3427,3.3617,,,
2010/12/24,4.2583,4.9308,5.6075,5.743,4.3264,3.3607,3.3773,3.395,,,
2010/12/27,4.5079,5.2983,5.81,6.0678,4.5641,3.4592,3.4827,3.5246,,,
2010/12/28,4.5954,5.7621,6.6429,6.1827,4.6021,3.5034,3.5378,3.5767,,,
2010/12/29,4.7588,6.0563,6.0067,6.21,4.6236,3.5152,3.5526,3.595,,,
2010/12/30,5.0996,6.2853,6.4358,6.2217,4.6216,3.5447,3.58,3.6169,,,
2010/12/31,4.5217,6.3867,6.5125,6.169,4.6234,3.5614,3.5944,3.6312,,,
2011/1/4,2.9308,4.3108,4.3692,4.4711,4.5583,3.5598,3.5978,3.6383,,,
2011/1/5,2.68,3.2192,4.1208,4.1676,4.522,3.5789,3.6076,3.6461,,,
2011/1/6,2.1804,3.1567,4.0775,4.1188,4.4648,3.5806,3.6152,3.6521,,,
2011/1/7,2.12,2.7996,3.88,3.9565,4.4184,3.6009,3.6353,3.662,,,
2011/1/10,2.01,2.3725,3.8417,3.9007,4.3408,3.6113,3.6497,3.6774,,,
2011/1/11,1.98,2.4375,3.6033,3.8782,4.2643,3.6271,3.6603,3.6895,,,
2011/1/12,1.9625,2.4853,3.4042,3.8569,4.1951,3.6359,3.6667,3.6929,,,
2011/1/13,1.9157,2.3075,3.3542,3.8299,4.172,3.6451,3.6742,3.6992,,,
2011/1/14,1.9217,2.5458,3.1266,3.8204,4.1398,3.6549,3.6804,3.7076,,,
2011/1/17,1.9258,2.5713,2.9867,4.1505,4.1383,3.6621,3.6898,3.7155,,,
2011/1/18,1.9971,2.7675,3.1408,4.4708,4.1671,3.6665,3.6932,3.7196,,,
2011/1/19,2.6275,4.0588,4.1417,5.2633,4.3572,3.6916,3.7069,3.7344,,,
2011/1/20,5.7083,6.0767,5.9892,6.735,4.6839,3.7157,3.7245,3.7539,,,
2011/1/21,5.7242,7.3208,6.7583,7.4775,4.9322,3.743,3.7571,3.7855,,,
2011/1/24,5.0408,5.4242,6.7958,7.9417,5.0497,3.7702,3.7877,3.816,,,
2011/1/25,7.2042,7.7033,7.95,8.13,5.2502,3.8251,3.8291,3.8568,,,
2011/1/26,7.7608,7.8725,8.2292,8.1258,5.4415,3.8646,3.8889,3.9187,,,
2011/1/27,7.9997,8.4058,8.3792,8.1392,5.5597,3.8969,3.926,3.96,,,
2011/1/28,7.6992,8.1883,8.1208,8.13,5.6207,3.9385,3.9745,4.0101,,,
2011/1/30,7.9833,8.5117,8.5225,8.1118,5.7059,3.9716,4.0087,4.0561,,,
2011/1/31,5.0142,8.2192,8.5138,8.1318,5.7464,3.9931,4.0378,4.0808,,,
2011/2/1,3.3458,3.3692,4.85,6.625,5.6437,3.9943,4.0456,4.0894,,,
2011/2/9,3.8475,4.0903,4.8067,5.5818,5.7299,4.117,4.1683,4.2211,,,
2011/2/10,2.8758,3.9717,4.605,5.3151,5.6362,4.1684,4.2164,4.2827,,,
2011/2/11,2.885,3.971,4.5658,5.1129,5.4415,4.196,4.2423,4.3067,,,
2011/2/12,2.595,2.6412,4.1817,4.7917,5.1854,4.2063,4.258,4.3238,,,
2011/2/14,2.31,2.7067,3.1125,4.4325,5.0048,4.2122,4.2703,4.3464,,,
2011/2/15,2.31,2.6245,2.9075,4.4292,4.825,4.2195,4.2893,4.3686,,,
2011/2/16,2.3008,2.5882,3.4375,4.4817,4.765,4.2361,4.2971,4.393,,,
2011/2/17,2.1867,2.925,3.97,4.3436,4.7215,4.2579,4.3289,4.4259,,,
2011/2/18,2.1075,2.7949,4.0775,4.3814,4.7145,4.2932,4.3527,4.4529,,,
2011/2/21,2.1783,6.0942,6.9858,5.215,4.8776,4.3423,4.3854,4.4897,,,
2011/2/22,2.0167,6.2533,6.655,5.3383,4.9333,4.3659,4.4184,4.5232,,,
2011/2/23,1.995,6.2033,5.5833,5.1042,4.9357,4.4025,4.4427,4.5499,,,
2011/2/24,2.2892,3.4463,5.0917,4.8545,4.9197,4.4202,4.472,4.5795,,,
2011/2/25,2.7028,3.1492,5.215,4.8413,4.925,4.4373,4.4892,4.5953,,,
2011/2/28,2.3783,2.9967,4.5083,4.7503,4.9107,4.4494,4.4998,4.608,,,
2011/3/1,2.1875,2.9958,4.2517,4.4535,4.8281,4.4641,4.5108,4.6208,,,
2011/3/2,2.0183,2.9942,3.5375,4.2138,4.6752,4.4697,4.5217,4.6284,,,
2011/3/3,1.9419,2.4392,2.9533,4.0445,4.5258,4.4714,4.5243,4.6238,,,
2011/3/4,1.8933,2.2092,2.5658,4.0075,4.4645,4.473,4.5358,4.6301,,,
2011/3/7,1.7858,2.163,2.5367,3.7679,4.4015,4.461,4.5332,4.6344,,,
2011/3/8,1.6917,2.2033,2.5465,3.7475,4.3203,4.4366,4.5349,4.6355,,,
2011/3/9,1.6875,2.1513,2.54,3.618,4.2237,4.4208,4.5322,4.6353,,,
2011/3/10,1.6792,2.2575,2.5342,3.7062,4.1944,4.4294,4.5397,4.6366,,,
2011/3/11,1.6858,2.0508,2.5049,3.6936,4.1845,4.4311,4.5437,4.6382,,,
2011/3/14,1.6875,2.0467,2.5008,3.7425,4.1903,4.4429,4.5495,4.6378,,,
2011/3/15,1.6804,1.9917,2.5508,3.9108,4.2129,4.4489,4.5613,4.6459,,,
2011/3/16,1.6783,1.9933,2.6183,3.9639,4.2207,4.4525,4.5705,4.6525,,,
2011/3/17,1.6733,1.9983,2.2538,3.9342,4.2401,4.4511,4.5754,4.6558,,,
2011/3/18,1.6692,1.9967,2.6554,3.8817,4.2461,4.4388,4.5754,4.6566,,,
2011/3/21,1.9242,2.96,3.2593,3.909,4.2684,4.456,4.5865,4.6647,,,
2011/3/22,1.9158,2.8283,3.2533,3.91,4.2684,4.4618,4.5902,4.6663,,,
2011/3/23,1.8992,2.7133,3.275,3.8799,4.2654,4.4543,4.5919,4.6673,,,
2011/3/24,1.879,2.7,3.2375,3.8606,4.2517,4.4428,4.5855,4.6621,,,
2011/3/25,1.8675,2.2342,3.3492,3.8509,4.2388,4.4374,4.5824,4.6583,,,
2011/3/28,1.7883,2.3058,3.2599,3.8484,4.2072,4.4329,4.5835,4.6601,,,
2011/3/29,1.7883,2.0842,3.1525,3.6517,4.1666,4.4196,4.582,4.6603,,,
2011/3/30,1.7858,2.6071,3.0067,3.5989,4.1656,4.4233,4.5827,4.6604,,,
2011/3/31,1.7992,2.8183,3.2083,3.59,4.169,4.4271,4.5855,4.6618,,,
2011/4/1,1.7922,2.7821,3.1825,3.565,4.1788,4.4274,4.5863,4.6623,,,
2011/4/2,1.7802,2.2783,2.8858,3.5343,4.1765,4.4476,4.586,4.6624,,,
2011/4/6,1.7829,2.3883,2.8996,3.522,4.2293,4.5244,4.6573,4.7347,,,
2011/4/7,1.7717,2.0625,2.9075,3.5109,4.2491,4.5487,4.6714,4.7615,,,
2011/4/8,1.7663,2.4692,2.8972,3.5217,4.2531,4.5598,4.6901,4.7809,,,
2011/4/11,1.7571,1.9938,2.5834,3.5128,4.2522,4.5609,4.6933,4.7829,,,
2011/4/12,1.7452,1.9517,2.5267,3.5132,4.248,4.5636,4.6972,4.7871,,,
2011/4/13,1.7361,1.9658,2.4892,3.4976,4.2463,4.573,4.7021,4.7899,,,
2011/4/14,1.7338,2.3782,2.4992,3.4756,4.2387,4.5754,4.7043,4.7912,,,
2011/4/15,1.7282,2.3513,2.51,3.4479,4.2373,4.5789,4.7052,4.7922,,,
2011/4/18,1.7629,2.695,2.7221,3.4625,4.2671,4.5834,4.7103,4.8016,,,
2011/4/19,1.7637,2.9598,3.1108,3.4629,4.288,4.5871,4.7166,4.8089,,,
2011/4/20,1.7569,2.9992,3.1383,3.5039,4.3058,4.5893,4.7175,4.8116,,,
2011/4/21,3.5333,3.9275,3.985,4.0058,4.3449,4.5996,4.7217,4.8177,,,
2011/4/22,3.0775,3.5496,3.8417,4.2225,4.3771,4.6127,4.7335,4.8317,,,
2011/4/25,2.6958,4.0542,3.9075,4.4425,4.4797,4.636,4.7357,4.845,,,
2011/4/26,2.6792,4.4275,4.4258,4.6149,4.5218,4.661,4.746,4.8564,,,
2011/4/27,2.0233,3.7533,4.0608,4.5172,4.5315,4.6644,4.7539,4.8614,,,
2011/4/28,2.0242,3.0392,3.5092,4.3444,4.5339,4.6669,4.7624,4.8667,,,
2011/4/29,2.4992,2.94,3.4633,4.1433,4.5387,4.6788,4.7717,4.8706,,,
2011/5/3,2.5525,2.9492,3.1867,3.9708,4.539,4.6754,4.7665,4.8642,,,
2011/5/4,2.5167,2.9983,3.1975,3.8824,4.5165,4.6745,4.7662,4.8636,,,
2011/5/5,1.9942,2.965,2.935,3.6765,4.5209,4.6593,4.7609,4.8572,,,
2011/5/6,1.9938,2.7817,2.9292,3.5907,4.5083,4.6641,4.7632,4.8562,,,
2011/5/9,2.12,2.7458,2.9208,3.6158,4.5101,4.662,4.7665,4.8594,,,
2011/5/10,2.11,2.7783,2.8942,3.628,4.4986,4.6544,4.7581,4.8511,,,
2011/5/11,2.1006,2.7883,2.86,3.6542,4.4944,4.6578,4.7557,4.8519,,,
2011/5/12,2.0858,2.7729,2.8546,3.7142,4.4909,4.6432,4.7527,4.8521,,,
2011/5/13,2.0892,3.5542,3.8258,3.93,4.5138,4.6678,4.7648,4.8573,,,
2011/5/16,2.0908,4.5983,4.4525,4.5592,4.5257,4.6671,4.7649,4.8562,,,
2011/5/17,2.0992,4.6375,4.5121,4.63,4.5455,4.6773,4.7651,4.8546,,,
2011/5/18,3.1492,3.269,4.2175,4.5808,4.5622,4.6773,4.7643,4.8566,,,
2011/5/19,3.5467,3.5283,4.1792,4.5058,4.5603,4.6791,4.7642,4.858,,,
2011/5/20,4.005,3.9892,4.2133,4.4949,4.5625,4.6841,4.7667,4.864,,,
2011/5/23,4.0008,4.7108,4.99,4.89,4.5682,4.6996,4.7697,4.8746,,,
2011/5/24,4.4767,4.73,5.3047,5.1233,4.5933,4.7017,4.781,4.8841,,,
2011/5/25,4.9992,5.305,5.5975,5.3367,4.6263,4.7161,4.7896,4.8879,,,
2011/5/26,4.8533,5.0883,5.5542,5.36,4.644,4.7315,4.8022,4.8956,,,
2011/5/27,2.8362,4.3958,4.445,5.0908,4.642,4.7278,4.7998,4.8963,,,
2011/5/30,2.55,3.2008,4.39,4.734,4.6003,4.6968,4.7948,4.9054,,,
2011/5/31,3.8433,3.8467,4.8083,4.6269,4.6059,4.713,4.7924,4.894,,,
2011/6/1,3.1454,3.9167,4.2742,4.4299,4.6121,4.7188,4.7921,4.8916,,,
2011/6/2,2.8436,3.5033,4.2258,4.4954,4.6002,4.7191,4.792,4.8902,,,
2011/6/3,2.505,3.5075,4.1392,4.584,4.5925,4.715,4.7829,4.8835,,,
2011/6/7,2.9967,3.2292,3.7542,4.6025,4.5981,4.7278,4.7822,4.8832,,,
2011/6/8,3.6663,3.71,4.2317,4.8667,4.6543,4.7676,4.7913,4.8898,,,
2011/6/9,3.7858,4.1017,4.6125,5.1317,4.7502,4.7726,4.8122,4.9043,,,
2011/6/10,3.8167,4.6142,4.6483,5.3242,4.7705,4.7848,4.8283,4.9152,,,
2011/6/13,3.8025,4.5317,4.6617,5.395,4.8743,4.7982,4.8403,4.9206,,,
2011/6/14,3.4842,4.1592,4.3042,5.4417,4.9232,4.8606,4.8576,4.9338,,,
2011/6/15,3.9878,6.1825,6.2858,7.1625,5.2788,4.9211,4.8926,4.9569,,,
2011/6/16,3.9957,6.6,7.0225,7.3708,5.5884,4.9831,4.9267,4.9771,,,
2011/6/17,3.985,6.6842,7.0119,7.3895,5.6733,5.0152,4.9496,4.9913,,,
2011/6/20,6.955,7.4958,7.5442,7.4458,5.7433,5.0457,4.9874,5.0259,,,
2011/6/21,7.1375,8.3267,8.5883,7.5583,5.8421,5.0808,5.0039,5.0406,,,
2011/6/22,7.47,8.835,7.1542,7.5683,6.0594,5.1101,5.0233,5.0575,,,
2011/6/23,7.3325,9.0708,9.0642,7.9167,6.383,5.1547,5.0483,5.0813,,,
2011/6/24,7.0502,8.67,7.3068,7.8857,6.3893,5.1735,5.0625,5.1024,,,
2011/6/27,6.1117,7.2617,7.0592,7.9225,6.4302,5.1832,5.0751,5.1071,,,
2011/6/28,5.0554,6.4925,6.4492,7.755,6.4611,5.1976,5.0871,5.122,,,
2011/6/29,5.035,6.3283,6.2242,7.7363,6.4571,5.2038,5.0961,5.1309,,,
2011/6/30,4.9983,6.5986,6.261,7.5666,6.3917,5.2079,5.1022,5.1367,,,
2011/7/1,4.7297,5.9483,6.2683,7.2727,6.3867,5.2155,5.1084,5.1405,,,
2011/7/4,2.8505,4.7617,4.4208,6.6792,6.3579,5.214,5.1106,5.1485,,,
2011/7/5,5.8392,6.7992,7.4992,6.396,6.3481,5.2069,5.1147,5.1496,,,
2011/7/6,5.5817,7.4367,7.4983,6.4292,6.3333,5.2105,5.1163,5.1466,,,
2011/7/7,4.8292,5.6133,7.2208,6.0717,6.3302,5.2385,5.1601,5.1923,,,
2011/7/8,4.9983,6.2542,6.4183,5.8892,6.3057,5.2328,5.1684,5.1978,,,
2011/7/11,4.015,5.3283,5.3233,5.545,6.2398,5.241,5.1789,5.2027,,,
2011/7/12,2.4325,4.8683,5.1858,5.3214,6.1912,5.2435,5.1775,5.2016,,,
2011/7/13,3.4525,3.6975,4.7392,5.2603,6.1102,5.2579,5.1788,5.202,,,
2011/7/14,4.2217,4.8042,5.5583,5.2627,6.0853,5.3093,5.1811,5.2041,,,
2011/7/15,3.8683,4.0925,5.9567,5.3109,6.0216,5.2788,5.1869,5.2061,,,
2011/7/18,3.6367,4.5217,5.5733,5.42,5.9927,5.2722,5.1892,5.2065,,,
2011/7/19,4.43,4.5817,5.2558,5.445,5.981,5.2785,5.1898,5.2068,,,
2011/7/20,4.7383,5.3533,5.7367,5.9083,5.9694,5.2909,5.1957,5.2093,,,
2011/7/21,5.4208,5.7742,6.3808,6.6117,5.956,5.2963,5.203,5.2125,,,
2011/7/22,5.2967,5.42,6.4183,6.9975,5.9688,5.2807,5.1918,5.2197,,,
2011/7/25,5.1408,5.2592,6.4008,6.6608,6.0383,5.2775,5.1928,5.2239,,,
