,O/N,1W,2W,1M,3M,6M,9M,1Y,,,
2011/7/26,4.615,4.9908,6.1617,6.6692,6.0283,5.2856,5.1964,5.2293,,,
2011/7/27,4.1483,4.9583,6.4,6.5833,6.0198,5.2763,5.1957,5.2296,,,
2011/7/28,3.6367,5.0467,5.8075,6.428,6.0002,5.2647,5.193,5.2297,,,
2011/7/29,3.4817,5.1142,5.6817,6.2651,5.9993,5.2622,5.1911,5.2285,,,
2011/8/1,3.0263,5.0121,5.7216,5.7242,5.9712,5.2568,5.1886,5.2273,,,
2011/8/2,2.8121,4.8732,5.029,5.3972,5.9085,5.2455,5.189,5.23,,,
2011/8/3,2.8133,4.0992,4.5,5.1933,5.8897,5.2446,5.1908,5.2285,,,
2011/8/4,2.8442,3.2666,3.9967,5.01,5.8493,5.2395,5.1895,5.2257,,,
2011/8/5,2.8175,3.01,3.21,5.0444,5.8066,5.2274,5.184,5.226,,,
2011/8/8,2.7286,3,3.2858,5.0313,5.7463,5.2239,5.1856,5.2237,,,
2011/8/9,2.7368,3.0933,3.4017,5.0583,5.6908,5.2286,5.1883,5.2249,,,
2011/8/10,3.0425,3.1058,3.4858,5.0038,5.649,5.2292,5.1915,5.2269,,,
2011/8/11,2.7438,3.0967,3.5317,4.9725,5.5883,5.2243,5.1909,5.2256,,,
2011/8/12,2.7942,3.0825,3.6125,4.9842,5.5257,5.2753,5.193,5.2252,,,
2011/8/15,2.8492,3.2375,3.2367,4.8707,5.4929,5.2777,5.1932,5.2226,,,
2011/8/16,2.9871,3.2129,3.2433,4.8367,5.4602,5.2535,5.1883,5.2181,,,
2011/8/17,2.9992,3.2167,3.2736,4.8861,5.4443,5.2493,5.1907,5.2214,,,
2011/8/18,3.4425,3.7658,4.2975,5.07,5.4328,5.2483,5.1929,5.2247,,,
2011/8/19,3.6892,4.3033,4.545,5.4275,5.4328,5.2501,5.1951,5.2255,,,
2011/8/22,4.03,4.9667,4.7725,5.4663,5.4273,5.2494,5.1962,5.2262,,,
2011/8/23,4.2306,5.19,5.1233,5.4797,5.4246,5.2441,5.1971,5.2271,,,
2011/8/24,3.7683,4.4383,4.555,5.2292,5.4049,5.2396,5.1963,5.2288,,,
2011/8/25,3.3377,4.4825,4.5583,5.14,5.3848,5.2379,5.1971,5.2279,,,
2011/8/26,3.2235,4.0558,4.2475,5.015,5.3546,5.2344,5.1962,5.2268,,,
2011/8/29,3.165,4.3961,5.4232,5.2858,5.4867,5.2646,5.2021,5.2343,,,
2011/8/30,3.4308,4.975,5.3837,5.3277,5.5113,5.2828,5.2088,5.2373,,,
2011/8/31,3.3538,4.955,5.4383,5.4033,5.5444,5.291,5.2133,5.2407,,,
2011/9/1,3.4192,4.7658,4.9683,5.4242,5.5774,5.2903,5.215,5.2439,,,
2011/9/2,3.4808,4.2021,4.9692,5.58,5.5753,5.2905,5.2154,5.2485,,,
2011/9/5,3.8892,4.8775,5.3167,5.6608,5.6079,5.2947,5.2196,5.2494,,,
2011/9/6,2.9975,4.4883,4.8208,5.6708,5.611,5.2998,5.22,5.2508,,,
2011/9/7,3.0546,4.3625,4.3483,5.5069,5.6509,5.3031,5.2243,5.2544,,,
2011/9/8,3.1058,4.01,4.1023,5.3543,5.6554,5.3043,5.2236,5.2555,,,
2011/9/9,3.0408,3.6233,3.9992,5.0942,5.6513,5.3059,5.2223,5.2552,,,
2011/9/13,2.9525,3.2817,3.4967,5.065,5.6272,5.3006,5.22,5.2543,,,
2011/9/14,2.9575,3.2883,3.5634,5.3,5.6304,5.3,5.2193,5.2543,,,
2011/9/15,3.1933,3.3433,3.9583,5.2583,5.6209,5.2992,5.2179,5.2553,,,
2011/9/16,3.19,3.3202,3.4806,5.2149,5.6167,5.2979,5.2192,5.2558,,,
2011/9/19,3.4777,3.55,3.5839,5.4267,5.6138,5.2977,5.2165,5.2552,,,
2011/9/20,3.7975,3.9933,4.5579,5.685,5.6216,5.2968,5.2162,5.2551,,,
2011/9/21,3.7346,4.079,4.5752,5.8408,5.6393,5.2979,5.2169,5.2529,,,
2011/9/22,3.5042,3.9025,4.4492,5.9258,5.6289,5.2981,5.217,5.2543,,,
2011/9/23,3.2942,4.1633,4.2542,5.88,5.6328,5.2973,5.217,5.2537,,,
2011/9/26,3.0958,3.81,4.4975,5.8733,5.6195,5.2973,5.217,5.254,,,
2011/9/27,4.055,4.6667,5.0358,5.7011,5.6269,5.2948,5.2162,5.2541,,,
2011/9/28,3.9917,4.81,4.9925,5.815,5.6391,5.2979,5.2173,5.2543,,,
2011/9/29,3.8721,5.0675,5.0767,5.8242,5.6399,5.2978,5.2168,5.2543,,,
2011/9/30,4.8925,5.0025,5.065,5.9167,5.6466,5.3028,5.2217,5.2534,,,
2011/10/8,4.8604,4.9667,5.0242,5.4838,5.6421,5.3023,5.2236,5.2531,,,
2011/10/9,4.5642,4.795,4.8433,5.2758,5.6412,5.3023,5.2241,5.2522,,,
2011/10/10,3.8192,4.4283,4.4908,5.2975,5.648,5.3039,5.2241,5.2521,,,
2011/10/11,3.4417,4.1975,4.4358,5.2396,5.6503,5.3016,5.2233,5.2512,,,
2011/10/12,2.995,3.3158,3.9572,5.3258,5.6343,5.313,5.2273,5.2528,,,
2011/10/13,2.9642,3.1517,3.4317,5.29,5.632,5.3232,5.2292,5.2539,,,
2011/10/14,2.88,3.1475,4.06,5.3292,5.6343,5.3566,5.2318,5.2558,,,
2011/10/17,2.8075,3.34,3.7408,5.0558,5.6404,5.3714,5.2367,5.2562,,,
2011/10/18,2.8308,3.4933,3.8667,5.0626,5.6235,5.394,5.2385,5.2537,,,
2011/10/19,2.8963,3.3517,3.4925,5.0044,5.6179,5.3896,5.2391,5.2538,,,
2011/10/20,3.01,3.4575,3.9992,4.9775,5.604,5.3983,5.2383,5.2516,,,
2011/10/21,3.0738,3.4342,3.9775,4.9608,5.617,5.4008,5.2409,5.2547,,,
2011/10/24,3.065,3.4033,3.9992,4.9667,5.6136,5.403,5.2408,5.2536,,,
2011/10/25,3.5983,3.99,4.5,5.101,5.6363,5.4133,5.2451,5.2536,,,
2011/10/26,3.9983,4.0917,4.5418,5.145,5.6354,5.4214,5.2472,5.2534,,,
2011/10/27,4.1875,4.5417,4.6517,5.3269,5.6522,5.437,5.2455,5.2474,,,
2011/10/28,4.8983,4.9792,5.215,5.8317,5.6643,5.445,5.2452,5.2499,,,
2011/10/31,4.695,4.9433,5.7775,5.9107,5.7048,5.4546,5.2451,5.2533,,,
2011/11/1,3.3025,4.3542,4.3842,5.6958,5.7693,5.4546,5.2452,5.2501,,,
2011/11/2,3.0964,3.6958,3.7967,5.2208,5.7033,5.4346,5.2476,5.2543,,,
2011/11/3,3.09,3.3975,3.7383,5.1758,5.7017,5.4475,5.2488,5.2545,,,
2011/11/4,3.09,3.4983,3.6092,5.0775,5.7043,5.4513,5.2488,5.2546,,,
2011/11/7,3.0933,3.5683,3.6296,4.9242,5.7221,5.4501,5.2479,5.2552,,,
2011/11/8,3.1117,3.5583,3.6223,4.9133,5.71,5.4544,5.2491,5.2559,,,
2011/11/9,3.1167,3.5183,3.68,4.5819,5.7046,5.4538,5.246,5.2528,,,
2011/11/10,3.1254,3.4767,3.6642,4.6075,5.6842,5.4579,5.2457,5.2526,,,
2011/11/11,2.8233,3.5,3.67,4.5358,5.6542,5.4608,5.244,5.2509,,,
2011/11/14,2.8988,3.3067,3.7358,4.5358,5.6617,5.4638,5.2451,5.2539,,,
2011/11/15,2.9125,3.2975,3.3949,4.5622,5.6608,5.4629,5.2469,5.2517,,,
2011/11/16,2.925,3.345,3.384,4.6345,5.6558,5.4667,5.2453,5.2508,,,
2011/11/17,3.2292,3.5525,3.665,4.8814,5.6575,5.4853,5.2454,5.2515,,,
2011/11/18,3.4225,3.6994,4.0011,4.9232,5.655,5.4803,5.247,5.252,,,
2011/11/21,3.6033,4.2092,4.2808,5.145,5.665,5.4975,5.2481,5.2512,,,
2011/11/22,3.8342,4.4117,4.8258,5.3083,5.6707,5.5221,5.248,5.2524,,,
2011/11/23,3.9567,4.3325,4.8908,5.2993,5.6692,5.5204,5.248,5.25,,,
2011/11/24,3.9467,4.105,4.7,5.3211,5.6673,5.5121,5.248,5.2498,,,
2011/11/25,4.0192,4.0358,4.7258,5.3208,5.6673,5.5108,5.2479,5.2485,,,
2011/11/28,3.7075,3.9833,4.6892,5.1583,5.6514,5.5242,5.2496,5.2482,,,
2011/11/29,3.4086,3.6375,4.6967,5.1517,5.6696,5.5058,5.2465,5.2518,,,
2011/11/30,3.425,3.9642,4.3667,4.8033,5.6654,5.5013,5.2454,5.2517,,,
2011/12/1,2.9775,3.9717,4.1675,4.7028,5.6054,5.4788,5.2443,5.2444,,,
2011/12/2,2.9723,3.6446,3.5508,4.608,5.5433,5.4526,5.2401,5.2395,,,
2011/12/5,2.8567,3.2933,3.3358,4.6271,5.53,5.4417,5.2377,5.2368,,,
2011/12/6,2.8504,3.3942,3.4983,4.6543,5.5183,5.4367,5.2373,5.2375,,,
2011/12/7,2.8696,3.4308,3.4633,4.6969,5.4842,5.4283,5.2354,5.2356,,,
2011/12/8,2.8596,3.4692,3.5,4.8042,5.4711,5.4338,5.2368,5.2374,,,
2011/12/9,2.89,3.5308,3.4942,4.5743,5.4682,5.4358,5.2374,5.2371,,,
2011/12/12,2.9475,3.5392,3.6833,4.8814,5.4607,5.4296,5.2419,5.2375,,,
2011/12/13,2.9513,3.4975,3.6,4.9194,5.4511,5.4306,5.2432,5.237,,,
2011/12/14,2.9158,3.21,3.3008,4.7305,5.4459,5.4319,5.2424,5.2356,,,
2011/12/15,2.9483,3.4492,3.3725,5.0975,5.4471,5.4328,5.2434,5.2366,,,
2011/12/16,2.8758,3.0583,3.665,5.0583,5.4506,5.4334,5.2455,5.2361,,,
2011/12/19,2.8763,3.0075,4.3742,5.39,5.4505,5.4293,5.2424,5.2363,,,
2011/12/20,2.8775,3.2208,4.3742,5.5708,5.4563,5.4285,5.2419,5.2357,,,
2011/12/21,2.8983,3.5983,4.9633,5.865,5.4484,5.4262,5.2451,5.2362,,,
2011/12/22,2.935,3.7733,5.3367,5.8917,5.456,5.4233,5.2447,5.2362,,,
2011/12/23,2.9392,3.7392,5.4608,5.8172,5.4612,5.4177,5.241,5.2341,,,
2011/12/26,2.9992,4.0958,5.0875,5.8097,5.4572,5.4154,5.2401,5.2337,,,
2011/12/27,3.0775,4.3842,5.4842,5.8511,5.4686,5.4219,5.2404,5.2345,,,
2011/12/28,3.4202,4.7292,5.6567,5.85,5.4757,5.4233,5.2401,5.2343,,,
2011/12/29,3.4175,5.4192,5.5933,5.85,5.4742,5.4218,5.2409,5.2373,,,
2011/12/30,3.4067,5.5808,6.0538,5.99,5.4749,5.426,5.2401,5.2378,,,
2011/12/31,4.9992,6.33,6.5,6,5.4691,5.4223,5.24,5.2373,,,
2012/1/4,3.4975,4.0208,4.6758,5.9133,5.4655,5.4243,5.2417,5.2364,,,
2012/1/5,4,4.5042,4.9192,5.8494,5.4615,5.4224,5.242,5.2376,,,
2012/1/6,3.9979,4.3008,4.6192,5.9483,5.46,5.4214,5.2419,5.2393,,,
2012/1/9,4,4.5083,4.5583,5.9351,5.4602,5.4203,5.2435,5.2375,,,
2012/1/10,3.6933,4.1017,4.5542,5.9339,5.4616,5.4218,5.2422,5.2373,,,
2012/1/11,3.24,3.9958,4.5483,5.9484,5.442,5.4205,5.2421,5.2373,,,
2012/1/12,3.475,4.1658,5.485,5.8467,5.4498,5.4201,5.242,5.2377,,,
2012/1/13,4.6363,4.8383,5.9808,6.1918,5.457,5.4202,5.2425,5.238,,,
2012/1/16,5.4725,5.585,6.4217,6.91,5.4844,5.4227,5.2464,5.2381,,,
2012/1/17,7.3667,7.4117,7.8267,7.7992,5.5147,5.4266,5.2483,5.2369,,,
2012/1/18,8.1667,7.9,8.8083,9.2356,5.5883,5.4251,5.2477,5.2377,,,
2012/1/19,6.4975,6.0117,6.6067,7.5842,5.5498,5.4232,5.2488,5.2368,,,
2012/1/20,3.4775,4.9917,5.9183,6.025,5.5071,5.4208,5.2502,5.2367,,,
2012/1/21,3.4692,3.9308,4.2008,5.4792,5.4815,5.4196,5.2489,5.2392,,,
2012/1/29,3.2992,4.2308,4.225,5.4142,5.4742,5.4175,5.2495,5.2386,,,
2012/1/30,2.8578,4.3463,4.8508,5.4208,5.4705,5.417,5.2495,5.2369,,,
2012/1/31,2.9675,4.3142,4.96,5.3645,5.4668,5.4164,5.2495,5.2367,,,
2012/2/1,2.965,4.3567,4.9983,5.2567,5.4586,5.4146,5.2453,5.2374,,,
2012/2/2,2.9675,4.3267,4.99,5.2098,5.4515,5.4135,5.2473,5.2367,,,
2012/2/3,2.9242,3.3125,4.8,4.9293,5.4391,5.4131,5.2467,5.2366,,,
2012/2/6,2.775,3.4425,3.7758,4.9967,5.431,5.4114,5.2441,5.237,,,
2012/2/7,2.7767,3.5,3.8,4.7798,5.3811,5.4035,5.2411,5.2367,,,
2012/2/8,2.7667,3.7108,3.9408,4.7357,5.3611,5.389,5.2393,5.2344,,,
2012/2/9,2.6567,3.6708,3.8,4.6975,5.3313,5.3791,5.2395,5.2323,,,
2012/2/10,2.6867,3.6408,3.85,4.5147,5.3142,5.3628,5.2379,5.2316,,,
2012/2/13,2.6883,3.6515,3.85,4.4267,5.2982,5.3496,5.2361,5.2317,,,
2012/2/14,2.9973,3.77,3.9,4.4175,5.284,5.3379,5.235,5.2317,,,
2012/2/15,3.0075,3.885,4.1167,4.5992,5.2774,5.3287,5.2356,5.2317,,,
2012/2/16,3.5025,4.3283,5.0067,5.0227,5.284,5.3293,5.2356,5.2325,,,
2012/2/17,4.4958,5.1792,5.5742,5.8244,5.3061,5.3251,5.2361,5.2331,,,
2012/2/20,4.7792,5.3472,5.6708,5.7102,5.3148,5.3136,5.2277,5.2289,,,
2012/2/21,4.8842,5.1233,5.2242,5.6908,5.306,5.307,5.2259,5.2295,,,
2012/2/22,5.0167,5.0317,4.66,5.7958,5.3055,5.306,5.2255,5.2294,,,
2012/2/23,5.2192,5.485,6.2275,5.6433,5.3044,5.305,5.2252,5.2293,,,
2012/2/24,4.6433,4.4817,4.3793,5.2525,5.3043,5.3035,5.2245,5.2286,,,
2012/2/27,3.0131,3.645,4.385,5.0793,5.2974,5.3005,5.2228,5.2274,,,
2012/2/28,2.6817,3.6533,4.2908,4.7042,5.2828,5.2966,5.2228,5.2244,,,
2012/2/29,2.5933,3.4717,4.361,4.6433,5.2775,5.2934,5.2222,5.2229,,,
2012/3/1,2.5067,3.2642,3.8217,4.663,5.2665,5.2861,5.2181,5.221,,,
2012/3/2,2.5292,3.2683,3.8392,4.4635,5.2506,5.2786,5.2161,5.2203,,,
2012/3/5,2.4465,3.1392,3.6667,4.435,5.2383,5.2681,5.2122,5.2198,,,
2012/3/6,2.3154,3.1298,3.6842,4.2527,5.2158,5.2596,5.2087,5.2138,,,
2012/3/7,2.3154,3.09,3.6908,3.984,5.1689,5.2532,5.2024,5.211,,,
2012/3/8,2.3146,2.9325,3.6217,3.9892,5.1397,5.2458,5.1995,5.2086,,,
2012/3/9,2.3088,2.9683,3.7492,4.0133,5.1081,5.2315,5.1939,5.2044,,,
2012/3/12,2.3058,2.7958,2.9908,4.0233,5.0835,5.22,5.1891,5.2015,,,
2012/3/13,2.3175,2.9958,3.0658,4,5.0629,5.2059,5.1824,5.2011,,,
2012/3/14,2.3139,3,3.0758,4.0492,5.0461,5.2027,5.1825,5.2002,,,
2012/3/15,2.3477,2.8808,2.9858,4.12,5.0195,5.1964,5.1813,5.2005,,,
2012/3/16,2.3783,2.8975,2.9817,4.12,4.9999,5.1872,5.1803,5.1965,,,
2012/3/19,2.395,2.8883,3.5608,4.0345,4.9818,5.1783,5.18,5.1926,,,
2012/3/20,2.4992,2.9983,3.69,4.071,4.967,5.162,5.1798,5.1884,,,
2012/3/21,2.5478,3.0758,3.7608,4.343,4.9643,5.1533,5.1798,5.1859,,,
2012/3/22,2.6983,3.1683,3.7617,4.4,4.95,5.148,5.179,5.1867,,,
2012/3/23,2.7125,2.9758,3.7917,4.375,4.9515,5.1337,5.178,5.1855,,,
2012/3/26,2.6842,3.2983,3.9983,4.2297,4.9446,5.1294,5.1743,5.1798,,,
2012/3/27,2.5483,3.2442,3.9475,4.4258,4.9474,5.1169,5.1685,5.1767,,,
2012/3/28,2.635,3.525,3.9342,4.5088,4.9282,5.1147,5.1631,5.1739,,,
2012/3/29,2.6008,3.4954,3.9492,4.2309,4.9114,5.106,5.1572,5.1668,,,
2012/3/30,2.6767,3.7067,4.0342,4.1577,4.9024,5.0997,5.1507,5.1585,,,
2012/3/31,2.6733,3.4415,3.9563,4.2192,4.8832,5.0908,5.1397,5.1524,,,
2012/4/1,2.6392,3.44,3.5238,4.1269,4.883,5.0882,5.1377,5.1503,,,
2012/4/5,3.0033,3.9658,3.9525,4.0751,4.8775,5.088,5.1329,5.1481,,,
2012/4/6,3.2288,4.2258,4.245,4.052,4.876,5.0844,5.1303,5.1463,,,
2012/4/9,2.9125,3.7442,3.9821,4.0384,4.8659,5.077,5.1292,5.145,,,
2012/4/10,2.9946,3.7008,3.761,4.0071,4.8543,5.0705,5.1266,5.1437,,,
2012/4/11,2.9975,3.7808,3.7942,4.0002,4.8446,5.0724,5.1243,5.1416,,,
2012/4/12,3.0475,3.7992,3.8308,4.075,4.8399,5.0725,5.1202,5.1397,,,
2012/4/13,3.4958,3.7942,3.8579,4.0129,4.8368,5.0709,5.1175,5.1378,,,
2012/4/16,3.29,3.8,3.8525,4.2158,4.8355,5.0643,5.1174,5.1367,,,
2012/4/17,3.0004,3.7517,3.87,4,4.8194,5.06,5.114,5.1351,,,
2012/4/18,2.9983,3.7488,3.7975,3.9383,4.7934,5.0566,5.11,5.1336,,,
2012/4/19,3.1992,3.8025,3.9075,3.9738,4.7768,5.0491,5.1071,5.1326,,,
2012/4/20,3.4,3.9525,3.9084,4.0875,4.7658,5.0441,5.1046,5.1311,,,
2012/4/23,3.3267,3.7642,3.9708,4.0952,4.745,5.0396,5.1012,5.1278,,,
2012/4/24,3.2163,3.7967,3.9575,4.19,4.7363,5.0351,5.0998,5.1244,,,
2012/4/25,3.4658,3.9133,3.965,4.0801,4.724,5.0324,5.097,5.1216,,,
2012/4/26,3.4358,3.9708,4.0375,4.085,4.7165,5.0287,5.0967,5.1191,,,
2012/4/27,3.285,3.8725,3.9925,4.1267,4.7113,5.0241,5.095,5.116,,,
2012/4/28,2.7967,3.7796,3.9217,4.04,4.7037,5.0177,5.0941,5.1114,,,
2012/5/2,2.8367,3.8,3.9175,4.09,4.6985,5.0121,5.0913,5.1095,,,
2012/5/3,2.955,3.8529,3.8547,3.9681,4.6919,5.0081,5.0902,5.1073,,,
2012/5/4,2.9575,3.8292,3.8338,3.9321,4.6844,5.0025,5.0854,5.1038,,,
2012/5/7,2.9625,3.7729,3.8933,3.8577,4.6728,4.9985,5.083,5.1025,,,
2012/5/8,2.4683,3.6917,3.8025,3.7704,4.6628,4.9937,5.0796,5.1013,,,
2012/5/9,2.395,3.3108,3.7667,3.7368,4.6479,4.9886,5.0737,5.1,,,
2012/5/10,2.3667,3.2258,3.5808,3.663,4.6298,4.9764,5.0681,5.0992,,,
2012/5/11,2.275,3.1867,3.4683,3.655,4.6178,4.9666,5.0626,5.0966,,,
2012/5/14,1.9221,3.1433,3.3975,3.5013,4.5584,4.9042,5.0369,5.0792,,,
2012/5/15,1.8725,2.8292,2.8398,3.4892,4.5223,4.8916,5.018,5.0563,,,
2012/5/16,1.8275,2.7867,2.8867,3.33,4.4876,4.8587,5.0004,5.0491,,,
2012/5/17,1.8114,2.68,2.8617,3.1058,4.4612,4.8364,4.9819,5.0339,,,
2012/5/18,1.8275,2.6858,2.825,3.0283,4.4331,4.8126,4.9676,5.0236,,,
2012/5/21,1.8142,2.6742,2.8208,3.0033,4.405,4.7972,4.9577,5.0156,,,
2012/5/22,1.8208,2.6925,2.79,2.9783,4.3754,4.7903,4.9522,5.01,,,
2012/5/23,1.845,2.4196,2.75,3.0258,4.3333,4.7608,4.9314,5.0013,,,
2012/5/24,1.8833,2.2277,2.7792,3.0525,4.3048,4.7357,4.9102,4.9898,,,
2012/5/25,1.9017,2.5025,2.7925,3.0267,4.27,4.7104,4.8934,4.9765,,,
2012/5/28,1.9117,2.4958,2.7108,3.0033,4.25,4.6981,4.8811,4.9669,,,
2012/5/29,1.9042,2.5733,2.6492,3,4.232,4.6695,4.8634,4.9546,,,
2012/5/30,1.9058,2.3217,2.605,2.985,4.2213,4.6571,4.8495,4.9458,,,
2012/5/31,1.8788,2.1375,2.6017,2.9642,4.2068,4.6308,4.8318,4.9317,,,
2012/6/1,1.895,2.3442,2.4592,2.8983,4.1968,4.6229,4.8217,4.9262,,,
2012/6/4,1.9183,2.5183,2.795,2.8292,4.1921,4.619,4.8165,4.9241,,,
2012/6/5,1.9983,2.5967,2.7608,2.7808,4.1818,4.6095,4.8109,4.9183,,,
2012/6/6,2.2017,2.5667,2.85,2.8063,4.1766,4.6004,4.8049,4.9141,,,
2012/6/7,2.4008,2.675,2.8692,2.8563,4.1701,4.5968,4.8002,4.9115,,,
2012/6/8,2.4033,2.4567,2.8175,2.9463,4.1163,4.537,4.7543,4.8669,,,
2012/6/11,2.3196,2.4154,2.7554,2.9725,4.0972,4.5152,4.7348,4.8501,,,
2012/6/12,2.3867,2.5325,2.7558,2.9871,4.0835,4.5021,4.7144,4.8402,,,
2012/6/13,2.4938,2.6883,2.9533,3.1683,4.0649,4.488,4.7044,4.8296,,,
2012/6/14,2.5483,2.695,2.9467,3.2375,4.0523,4.4711,4.696,4.8186,,,
2012/6/15,2.5592,2.7196,3.2767,3.1992,4.0419,4.4619,4.687,4.8055,,,
2012/6/18,2.5388,2.5567,3.0358,3.2954,4.0343,4.4533,4.6785,4.7953,,,
2012/6/19,2.6908,2.9242,3.2583,3.3917,4.0247,4.449,4.6718,4.7851,,,
2012/6/20,3.2775,3.4163,3.2652,3.4767,4.0402,4.4477,4.6709,4.7788,,,
2012/6/21,3.59,4.3083,3.965,4.2829,4.0517,4.4435,4.6665,4.774,,,
2012/6/25,3.6508,4.2175,4.7008,4.6192,4.1036,4.4458,4.6734,4.7808,,,
2012/6/26,3.8775,4.28,4.7967,4.8,4.1132,4.4362,4.6659,4.7755,,,
2012/6/27,3.4967,4.1708,4.7775,4.6883,4.1093,4.4367,4.6646,4.7659,,,
2012/6/28,3.5483,3.925,4.545,4.2313,4.0844,4.4234,4.6558,4.7507,,,
2012/6/29,3.6008,4.1083,4.7182,4.4758,4.0778,4.42,4.6502,4.7454,,,
2012/7/2,3.6092,4.1567,4.5933,4.4835,4.0732,4.4149,4.645,4.7426,,,
2012/7/3,3.2475,4.165,4.5508,4.4102,4.0674,4.4038,4.6355,4.7357,,,
2012/7/4,2.6208,3.8558,4.3475,4.355,4.055,4.3918,4.6197,4.7289,,,
2012/7/5,2.6025,3.99,4.3275,4.3492,4.0479,4.3787,4.6093,4.7181,,,
2012/7/6,2.3501,3.4308,3.4917,3.9985,4.0092,4.3434,4.5716,4.6876,,,
2012/7/9,2.3437,3.3442,3.4175,3.5896,3.9841,4.329,4.5608,4.6735,,,
2012/7/10,2.3277,3.3142,3.3354,3.3534,3.9544,4.3119,4.5392,4.6442,,,
2012/7/11,2.3467,3.2663,3.3,3.2873,3.9225,4.2915,4.5206,4.6177,,,
2012/7/12,2.389,3.1908,3.2817,3.1943,3.8791,4.2782,4.5017,4.5965,,,
2012/7/13,2.4792,3.3317,3.3458,3.1658,3.8374,4.2556,4.485,4.5721,,,
2012/7/16,2.4573,3.2746,3.3158,3.1404,3.8071,4.241,4.4726,4.5606,,,
2012/7/17,2.6325,3.2771,3.3,3.1222,3.7932,4.2313,4.4599,4.5507,,,
2012/7/18,2.9342,3.45,3.4525,3.2816,3.7859,4.22,4.4491,4.5435,,,
2012/7/19,2.9858,3.5225,3.6055,3.5771,3.7834,4.2177,4.441,4.5388,,,
2012/7/20,3.1271,3.5642,3.8117,3.6792,3.7801,4.2071,4.4346,4.5278,,,
2012/7/23,3.3275,3.5533,3.9167,3.9063,3.7777,4.2046,4.4276,4.5214,,,
2012/7/24,2.9517,3.3717,3.895,3.9925,3.7669,4.1911,4.419,4.5168,,,
2012/7/25,2.6813,3.3375,3.7092,3.7829,3.7737,4.1893,4.4132,4.5136,,,
2012/7/26,2.66,3.3767,3.4688,3.7518,3.7689,4.1842,4.4047,4.5086,,,
2012/7/27,2.6,3.1092,3.3,3.5183,3.7593,4.1745,4.3966,4.5037,,,
2012/7/30,2.5283,3.1233,3.2892,3.4547,3.7466,4.1667,4.3881,4.4948,,,
2012/7/31,2.5983,3.3508,3.3092,3.3479,3.7371,4.1607,4.3811,4.4904,,,
2012/8/1,2.6192,3.4175,3.2733,3.3415,3.7289,4.157,4.3743,4.4896,,,
2012/8/2,2.5375,3.4992,3.3025,3.314,3.7197,4.1547,4.3639,4.48,,,
2012/8/3,2.5033,3.3917,3.3656,3.3117,3.6864,4.1422,4.3535,4.4717,,,
2012/8/6,2.4783,3.4,3.3992,3.246,3.674,4.1401,4.3439,4.4646,,,
2012/8/7,2.5344,3.2575,3.4108,3.2177,3.6587,4.1397,4.3365,4.4581,,,
2012/8/8,2.5483,3.2533,3.3917,3.2342,3.6393,4.1341,4.3253,4.4519,,,
2012/8/9,2.5992,3.3117,3.3492,3.2283,3.6099,4.1217,4.3179,4.4494,,,
2012/8/10,2.6592,3.3,3.2317,3.2325,3.5893,4.1125,4.31,4.4452,,,
2012/8/13,2.4342,3.3383,3.2667,3.2392,3.5793,4.1072,4.3061,4.4421,,,
2012/8/14,2.675,3.3417,3.2758,3.3872,3.5823,4.1052,4.3011,4.4404,,,
2012/8/15,3.1117,3.4,3.6258,3.5592,3.5892,4.1042,4.2973,4.4403,,,
2012/8/16,3.0942,3.525,4.0867,3.7633,3.5994,4.1041,4.295,4.4403,,,
2012/8/17,3.175,3.9025,4.1167,4.0517,3.6113,4.103,4.2978,4.4421,,,
2012/8/20,3.3525,3.585,4.4283,4.1235,3.6263,4.1085,4.2993,4.4438,,,
2012/8/21,3.49,3.7458,4.5267,4.2654,3.6508,4.1117,4.3003,4.444,,,
2012/8/22,3.08,3.8,4.5508,4.0417,3.6533,4.1106,4.2983,4.4419,,,
2012/8/23,3.055,3.8,4,4.0338,3.6543,4.1089,4.2962,4.4412,,,
2012/8/24,2.6983,3.62,3.5283,3.9121,3.6548,4.1064,4.2951,4.4399,,,
2012/8/27,2.6975,3.4508,3.5242,3.8664,3.6284,4.0975,4.293,4.438,,,
2012/8/28,2.7001,3.0817,3.3342,3.7593,3.6379,4.0944,4.2883,4.4338,,,
2012/8/29,2.5992,3.5279,3.3193,3.7267,3.6335,4.0924,4.2854,4.4326,,,
2012/8/30,2.3838,3.5842,3.5708,3.6871,3.6314,4.0914,4.2843,4.4324,,,
2012/8/31,2.0657,3.5108,3.415,3.652,3.6325,4.0905,4.2765,4.425,,,
2012/9/3,2.05,3.3917,3.2833,3.5367,3.637,4.0883,4.2754,4.4247,,,
2012/9/4,2.0075,2.5025,3.0938,3.4849,3.637,4.0883,4.2716,4.4175,,,
2012/9/5,2.1375,3.4275,3.2796,3.6371,3.6397,4.0881,4.27,4.4144,,,
2012/9/6,2.1237,3.4017,3.49,3.635,3.6365,4.0838,4.2687,4.409,,,
2012/9/7,2.1253,3.3908,3.4908,3.7336,3.6373,4.0782,4.2672,4.4077,,,
2012/9/10,2.2992,3.0025,3.1467,3.6839,3.6389,4.0825,4.2646,4.405,,,
2012/9/11,2.4992,2.9973,3.2,3.8179,3.6465,4.0857,4.2613,4.4057,,,
2012/9/12,2.5983,3.4346,3.305,3.8667,3.6461,4.0874,4.2619,4.4043,,,
